"","country","year","unemp","leftseat"
"8","AUSTRALIA",1967,1.87999999523163,0.333000004291534
"9","AUSTRALIA",1968,1.85000002384186,0.333000004291534
"10","AUSTRALIA",1969,1.79999995231628,0.472000002861023
"11","AUSTRALIA",1970,1.62999999523163,0.472000002861023
"12","AUSTRALIA",1971,1.92999994754791,0.472000002861023
"13","AUSTRALIA",1972,2.63000011444092,0.53600001335144
"14","AUSTRALIA",1973,2.32999992370605,0.53600001335144
"15","AUSTRALIA",1974,2.70000004768372,0.519999980926514
"16","AUSTRALIA",1975,4.92999982833862,0.282999992370605
"17","AUSTRALIA",1976,4.75,0.282999992370605
"18","AUSTRALIA",1977,5.65000009536743,0.305999994277954
"19","AUSTRALIA",1978,6.42999982833862,0.305999994277954
"20","AUSTRALIA",1979,6.26999998092651,0.305999994277954
"21","AUSTRALIA",1980,6.09999990463257,0.407999992370605
"22","AUSTRALIA",1981,5.78000020980835,0.407999992370605
"23","AUSTRALIA",1982,7.15999984741211,0.407999992370605
"24","AUSTRALIA",1983,9.96000003814697,0.600000023841858
"25","AUSTRALIA",1984,8.97999954223633,0.554000020027161
"26","AUSTRALIA",1985,8.27999973297119,0.554000020027161
"27","AUSTRALIA",1986,8.07999992370605,0.554000020027161
"28","AUSTRALIA",1987,8.10999965667725,0.580999970436096
"29","AUSTRALIA",1988,7.23999977111816,0.580999970436096
"30","AUSTRALIA",1989,6.17999982833862,0.580999970436096
"31","AUSTRALIA",1990,6.92999982833862,0.52700001001358
"32","AUSTRALIA",1991,9.60000038146973,0.52700001001358
"33","AUSTRALIA",1992,10.789999961853,0.52700001001358
"34","AUSTRALIA",1993,10.8900003433228,0.544000029563904
"35","AUSTRALIA",1994,9.73999977111816,0.544000029563904
"36","AUSTRALIA",1995,8.52000045776367,0.544000029563904
"37","AUSTRALIA",1996,8.52999973297119,0.331000000238419
"38","AUSTRALIA",1997,8.55000019073486,0.331000000238419
"39","AUSTRALIA",1998,7.98999977111816,0.331000000238419
"40","AUSTRIA",1960,3.48000001907349,0.460999995470047
"41","AUSTRIA",1961,2.67000007629395,0.460999995470047
"42","AUSTRIA",1962,2.69000005722046,0.460999995470047
"43","AUSTRIA",1963,2.9300000667572,0.460999995470047
"44","AUSTRIA",1964,2.6800000667572,0.460999995470047
"45","AUSTRIA",1965,2.6800000667572,0.460999995470047
"46","AUSTRIA",1966,2.51999998092651,0.448000013828278
"47","AUSTRIA",1967,2.67000007629395,0.448000013828278
"48","AUSTRIA",1968,2.95000004768372,0.448000013828278
"49","AUSTRIA",1969,2.78999996185303,0.448000013828278
"50","AUSTRIA",1970,2.39000010490417,0.49099999666214
"51","AUSTRIA",1971,2.10999989509583,0.508000016212463
"52","AUSTRIA",1972,1.92999994754791,0.508000016212463
"53","AUSTRIA",1973,1.57000005245209,0.508000016212463
"54","AUSTRIA",1974,1.52999997138977,0.508000016212463
"55","AUSTRIA",1975,2.04999995231628,0.508000016212463
"56","AUSTRIA",1976,2.02999997138977,0.508000016212463
"57","AUSTRIA",1977,1.83000004291534,0.508000016212463
"58","AUSTRIA",1978,2.07999992370605,0.508000016212463
"59","AUSTRIA",1979,2,0.518999993801117
"60","AUSTRIA",1980,1.87000000476837,0.518999993801117
"61","AUSTRIA",1981,2.41000008583069,0.518999993801117
"62","AUSTRIA",1982,3.66000008583069,0.518999993801117
"63","AUSTRIA",1983,4.44999980926514,0.492000013589859
"64","AUSTRIA",1984,4.53999996185303,0.492000013589859
"65","AUSTRIA",1985,4.82000017166138,0.492000013589859
"66","AUSTRIA",1986,5.17999982833862,0.437000006437302
"67","AUSTRIA",1987,5.57999992370605,0.437000006437302
"68","AUSTRIA",1988,5.36999988555908,0.437000006437302
"69","AUSTRIA",1989,4.96000003814697,0.437000006437302
"70","AUSTRIA",1990,5.36999988555908,0.437000006437302
"71","AUSTRIA",1991,5.82000017166138,0.437000006437302
"72","AUSTRIA",1992,5.94999980926514,0.437000006437302
"73","AUSTRIA",1993,6.78000020980835,0.437000006437302
"74","AUSTRIA",1994,6.53999996185303,0.425999999046326
"75","AUSTRIA",1995,6.57999992370605,0.437000006437302
"76","AUSTRIA",1996,7.03000020980835,0.437000006437302
"77","AUSTRIA",1997,7.09000015258789,0.437000006437302
"78","AUSTRIA",1998,7.17000007629395,0.437000006437302
"118","CANADA",1960,6.98999977111816,0.215000003576279
"119","CANADA",1961,7.17999982833862,0.215000003576279
"120","CANADA",1962,5.96000003814697,0.449000000953674
"121","CANADA",1963,5.57999992370605,0.552999973297119
"122","CANADA",1964,4.71000003814697,0.552999973297119
"123","CANADA",1965,3.95000004768372,0.573000013828278
"124","CANADA",1966,3.36999988555908,0.573000013828278
"125","CANADA",1967,3.82999992370605,0.573000013828278
"126","CANADA",1968,4.51999998092651,0.670000016689301
"127","CANADA",1969,4.42000007629395,0.670000016689301
"128","CANADA",1970,5.67000007629395,0.670000016689301
"129","CANADA",1971,6.19999980926514,0.670000016689301
"130","CANADA",1972,6.23000001907349,0.529999971389771
"131","CANADA",1973,5.57000017166138,0.529999971389771
"132","CANADA",1974,5.32999992370605,0.595000028610229
"133","CANADA",1975,6.92000007629395,0.595000028610229
"134","CANADA",1976,7.19000005722046,0.595000028610229
"135","CANADA",1977,8.13000011444092,0.595000028610229
"136","CANADA",1978,8.39999961853027,0.595000028610229
"137","CANADA",1979,7.51000022888184,0.517000019550323
"138","CANADA",1980,7.53000020980835,0.63400000333786
"139","CANADA",1981,7.59000015258789,0.63400000333786
"140","CANADA",1982,10.9899997711182,0.63400000333786
"141","CANADA",1983,11.960000038147,0.63400000333786
"142","CANADA",1984,11.3100004196167,0.247999995946884
"143","CANADA",1985,10.5299997329712,0.247999995946884
"144","CANADA",1986,9.57999992370605,0.247999995946884
"145","CANADA",1987,8.86999988555908,0.247999995946884
"146","CANADA",1988,7.78999996185303,0.426999986171722
"147","CANADA",1989,7.53000020980835,0.426999986171722
"148","CANADA",1990,8.11999988555908,0.426999986171722
"149","CANADA",1991,10.3699998855591,0.426999986171722
"150","CANADA",1992,11.3299999237061,0.426999986171722
"151","CANADA",1993,11.25,0.630999982357025
"152","CANADA",1994,10.4099998474121,0.630999982357025
"153","CANADA",1995,9.55000019073486,0.630999982357025
"154","CANADA",1996,9.71000003814697,0.630999982357025
"155","CANADA",1997,9.22000026702881,0.630999982357025
"156","CANADA",1998,8.34000015258789,0.630999982357025
"196","FINLAND",1960,1.46000003814697,0.855000019073486
"197","FINLAND",1961,1.17999994754791,0.855000019073486
"198","FINLAND",1962,1.27999997138977,0.839999973773956
"199","FINLAND",1963,1.49000000953674,0.839999973773956
"200","FINLAND",1964,1.51999998092651,0.839999973773956
"201","FINLAND",1965,1.36000001430511,0.839999973773956
"202","FINLAND",1966,1.50999999046326,0.870000004768372
"203","FINLAND",1967,2.94000005722046,0.870000004768372
"204","FINLAND",1968,3.9300000667572,0.870000004768372
"205","FINLAND",1969,2.86999988555908,0.870000004768372
"206","FINLAND",1970,1.88999998569489,0.814999997615814
"207","FINLAND",1971,2.24000000953674,0.814999997615814
"208","FINLAND",1972,2.54999995231628,0.829999983310699
"209","FINLAND",1973,2.3199999332428,0.829999983310699
"210","FINLAND",1974,1.74000000953674,0.829999983310699
"211","FINLAND",1975,2.23000001907349,0.824999988079071
"212","FINLAND",1976,3.8199999332428,0.824999988079071
"213","FINLAND",1977,5.78000020980835,0.824999988079071
"214","FINLAND",1978,7.1100001335144,0.824999988079071
"215","FINLAND",1979,5.80999994277954,0.764999985694885
"216","FINLAND",1980,4.65000009536743,0.764999985694885
"217","FINLAND",1981,2.76999998092651,0.764999985694885
"218","FINLAND",1982,3.13000011444092,0.764999985694885
"219","FINLAND",1983,3.25,0.779999971389771
"220","FINLAND",1984,6.15999984741211,0.779999971389771
"221","FINLAND",1985,6.28000020980835,0.779999971389771
"222","FINLAND",1986,7.05999994277954,0.779999971389771
"223","FINLAND",1987,5.09999990463257,0.735000014305115
"224","FINLAND",1988,4.25,0.735000014305115
"225","FINLAND",1989,3.14000010490417,0.735000014305115
"226","FINLAND",1990,3.20000004768372,0.735000014305115
"227","FINLAND",1991,6.65999984741211,0.800000011920929
"228","FINLAND",1992,11.6899995803833,0.800000011920929
"229","FINLAND",1993,16.1499996185303,0.800000011920929
"230","FINLAND",1994,16.3400001525879,0.800000011920929
"231","FINLAND",1995,15.1599998474121,0.805000007152557
"232","FINLAND",1996,14.3599996566772,0.805000007152557
"233","FINLAND",1997,12.3999996185303,0.805000007152557
"234","FINLAND",1998,11.3800001144409,0.805000007152557
"239","FRANCE",1964,1.39999997615814,0.312999993562698
"240","FRANCE",1965,1.5,0.312999993562698
"241","FRANCE",1966,1.60000002384186,0.312999993562698
"242","FRANCE",1967,2.09999990463257,0.404000014066696
"243","FRANCE",1968,2.70000004768372,0.190999999642372
"244","FRANCE",1969,2.29999995231628,0.190999999642372
"245","FRANCE",1970,2.5,0.190999999642372
"246","FRANCE",1971,2.70000004768372,0.190999999642372
"247","FRANCE",1972,2.79999995231628,0.190999999642372
"248","FRANCE",1973,2.70000004768372,0.365000009536743
"249","FRANCE",1974,2.79999995231628,0.365000009536743
"250","FRANCE",1975,4,0.365000009536743
"251","FRANCE",1976,4.40000009536743,0.365000009536743
"252","FRANCE",1977,4.90000009536743,0.365000009536743
"253","FRANCE",1978,5.19999980926514,0.416999995708466
"254","FRANCE",1979,5.80000019073486,0.416999995708466
"255","FRANCE",1980,6.19999980926514,0.416999995708466
"256","FRANCE",1981,7.40000009536743,0.686999976634979
"257","FRANCE",1982,8.10000038146973,0.686999976634979
"258","FRANCE",1983,8.30000019073486,0.686999976634979
"259","FRANCE",1984,9.69999980926514,0.686999976634979
"260","FRANCE",1985,10.1999998092651,0.686999976634979
"261","FRANCE",1986,10.3999996185303,0.437000006437302
"262","FRANCE",1987,10.5,0.437000006437302
"263","FRANCE",1988,10,0.52700001001358
"264","FRANCE",1989,9.39999961853027,0.52700001001358
"265","FRANCE",1990,8.89999961853027,0.52700001001358
"266","FRANCE",1991,9.39999961853027,0.52700001001358
"267","FRANCE",1992,10.3999996185303,0.52700001001358
"268","FRANCE",1993,11.7299995422363,0.140000000596046
"269","FRANCE",1994,12.2600002288818,0.140000000596046
"270","FRANCE",1995,11.5900001525879,0.140000000596046
"271","FRANCE",1996,12.3400001525879,0.140000000596046
"272","FRANCE",1997,12.4899997711182,0.140000000596046
"273","FRANCE",1998,11.8400001525879,0.140000000596046
"352","ITALY",1960,5.64799976348877,0.412999987602234
"353","ITALY",1961,5.15000009536743,0.412999987602234
"354","ITALY",1962,4.55100011825562,0.412999987602234
"355","ITALY",1963,3.87100005149841,0.451999992132187
"356","ITALY",1964,4.3289999961853,0.451999992132187
"357","ITALY",1965,5.38500022888184,0.451999992132187
"358","ITALY",1966,5.85799980163574,0.451999992132187
"359","ITALY",1967,5.38899993896484,0.451999992132187
"360","ITALY",1968,5.70300006866455,0.425000011920929
"361","ITALY",1969,5.69500017166138,0.425000011920929
"362","ITALY",1970,5.43499994277954,0.425000011920929
"363","ITALY",1971,5.43900012969971,0.425000011920929
"364","ITALY",1972,6.38800001144409,0.426999986171722
"365","ITALY",1973,6.3769998550415,0.426999986171722
"366","ITALY",1974,5.36899995803833,0.426999986171722
"367","ITALY",1975,5.87200021743774,0.426999986171722
"368","ITALY",1976,6.69500017166138,0.479000002145767
"369","ITALY",1977,7.15500020980835,0.479000002145767
"370","ITALY",1978,7.23000001907349,0.479000002145767
"371","ITALY",1979,7.69500017166138,0.46000000834465
"372","ITALY",1980,7.59200000762939,0.46000000834465
"373","ITALY",1981,8.44200038909912,0.46000000834465
"374","ITALY",1982,9.10000038146973,0.46000000834465
"375","ITALY",1983,9.91899967193604,0.467999994754791
"376","ITALY",1984,10.0600004196167,0.467999994754791
"377","ITALY",1985,10.0869998931885,0.467999994754791
"378","ITALY",1986,11.1230001449585,0.467999994754791
"379","ITALY",1987,11.9650001525879,0.456999987363815
"380","ITALY",1988,12.0260000228882,0.456999987363815
"381","ITALY",1989,12.0059995651245,0.456999987363815
"382","ITALY",1990,11.3929996490479,0.456999987363815
"383","ITALY",1991,10.9420003890991,0.456999987363815
"384","ITALY",1992,10.6499996185303,0.340999990701675
"385","ITALY",1993,10.2379999160767,0.340999990701675
"386","ITALY",1994,11.2910003662109,0.340999990701675
"387","ITALY",1995,11.9840002059937,0.340999990701675
"388","ITALY",1996,12.0920000076294,0.340999990701675
"389","ITALY",1997,12.2510004043579,0.340999990701675
"390","ITALY",1998,12.3170003890991,0.340999990701675
"520","NORWAY",1972,1.67999994754791,0.493000000715256
"521","NORWAY",1973,1.55999994277954,0.503000020980835
"522","NORWAY",1974,1.46000003814697,0.503000020980835
"523","NORWAY",1975,2.27999997138977,0.503000020980835
"524","NORWAY",1976,1.78999996185303,0.503000020980835
"525","NORWAY",1977,1.46000003814697,0.503000020980835
"526","NORWAY",1978,1.82000005245209,0.503000020980835
"527","NORWAY",1979,1.97000002861023,0.503000020980835
"528","NORWAY",1980,1.6599999666214,0.503000020980835
"529","NORWAY",1981,2,0.444999992847443
"530","NORWAY",1982,2.61999988555908,0.444999992847443
"531","NORWAY",1983,3.40000009536743,0.444999992847443
"532","NORWAY",1984,3.14000010490417,0.444999992847443
"533","NORWAY",1985,2.5699999332428,0.490000009536743
"534","NORWAY",1986,1.97000002861023,0.490000009536743
"535","NORWAY",1987,2.07999992370605,0.490000009536743
"536","NORWAY",1988,3.1800000667572,0.490000009536743
"537","NORWAY",1989,4.90999984741211,0.485000014305115
"538","NORWAY",1990,5.23000001907349,0.485000014305115
"539","NORWAY",1991,5.46999979019165,0.485000014305115
"540","NORWAY",1992,5.92000007629395,0.485000014305115
"541","NORWAY",1993,5.96999979019165,0.485000014305115
"542","NORWAY",1994,5.42000007629395,0.485000014305115
"543","NORWAY",1995,4.88000011444092,0.485000014305115
"544","NORWAY",1996,4.82999992370605,0.485000014305115
"545","NORWAY",1997,4.07999992370605,0.485000014305115
"546","NORWAY",1998,3.23000001907349,0.485000014305115
"603","SPAIN",1977,5.15000009536743,0.393999993801117
"604","SPAIN",1978,6.96000003814697,0.393999993801117
"605","SPAIN",1979,8.64000034332275,0.412000000476837
"606","SPAIN",1980,11.460000038147,0.412000000476837
"607","SPAIN",1981,14.3100004196167,0.412000000476837
"608","SPAIN",1982,16.4099998474121,0.587999999523163
"609","SPAIN",1983,18.2000007629395,0.587999999523163
"610","SPAIN",1984,20.1399993896484,0.587999999523163
"611","SPAIN",1985,21.4500007629395,0.587999999523163
"612","SPAIN",1986,21.0300006866455,0.546000003814697
"613","SPAIN",1987,20.5100002288818,0.546000003814697
"614","SPAIN",1988,19.4899997711182,0.546000003814697
"615","SPAIN",1989,17.2800006866455,0.546000003814697
"616","SPAIN",1990,16.25,0.546000003814697
"617","SPAIN",1991,16.3400001525879,0.549000024795532
"618","SPAIN",1992,18.3899993896484,0.549000024795532
"619","SPAIN",1993,22.7199993133545,0.504999995231628
"620","SPAIN",1994,24.1599998474121,0.504999995231628
"621","SPAIN",1995,22.9300003051758,0.504999995231628
"622","SPAIN",1996,22.2099990844727,0.462999999523163
"623","SPAIN",1997,20.8199996948242,0.462999999523163
"624","SPAIN",1998,18.8099994659424,0.462999999523163
"627","SWEDEN",1962,1.48000001907349,0.685000002384186
"628","SWEDEN",1963,1.70000004768372,0.685000002384186
"629","SWEDEN",1964,1.58000004291534,0.699000000953674
"630","SWEDEN",1965,1.20000004768372,0.699000000953674
"631","SWEDEN",1966,1.54999995231628,0.699000000953674
"632","SWEDEN",1967,2.13000011444092,0.699000000953674
"633","SWEDEN",1968,2.20000004768372,0.675999999046326
"634","SWEDEN",1969,1.89999997615814,0.675999999046326
"635","SWEDEN",1970,1.50999999046326,0.680999994277954
"636","SWEDEN",1971,2.52999997138977,0.680999994277954
"637","SWEDEN",1972,2.72000002861023,0.680999994277954
"638","SWEDEN",1973,2.48000001907349,0.597000002861023
"639","SWEDEN",1974,1.98000001907349,0.597000002861023
"640","SWEDEN",1975,1.62999999523163,0.597000002861023
"641","SWEDEN",1976,1.61000001430511,0.597000002861023
"642","SWEDEN",1977,1.79999995231628,0.597000002861023
"643","SWEDEN",1978,2.23000001907349,0.597000002861023
"644","SWEDEN",1979,2.0699999332428,0.60699999332428
"645","SWEDEN",1980,2.26999998092651,0.60699999332428
"646","SWEDEN",1981,2.48000001907349,0.60699999332428
"647","SWEDEN",1982,3.20000004768372,0.592999994754791
"648","SWEDEN",1983,3.50999999046326,0.592999994754791
"649","SWEDEN",1984,3.13000011444092,0.592999994754791
"650","SWEDEN",1985,2.84999990463257,0.656000018119812
"651","SWEDEN",1986,2.66000008583069,0.656000018119812
"652","SWEDEN",1987,2.10999989509583,0.656000018119812
"653","SWEDEN",1988,1.77999997138977,0.633000016212463
"654","SWEDEN",1989,1.48000001907349,0.633000016212463
"655","SWEDEN",1990,1.66999995708466,0.633000016212463
"656","SWEDEN",1991,2.97000002861023,0.53600001335144
"657","SWEDEN",1992,5.25,0.53600001335144
"658","SWEDEN",1993,8.22999954223633,0.53600001335144
"659","SWEDEN",1994,7.96999979019165,0.59799998998642
"660","SWEDEN",1995,7.69999980926514,0.59799998998642
"661","SWEDEN",1996,8.03999996185303,0.59799998998642
"662","SWEDEN",1997,8,0.546999990940094
"663","SWEDEN",1998,6.51999998092651,0.546999990940094
"742","UNITED KINGDOM",1960,1.62000000476837,0.409999996423721
"743","UNITED KINGDOM",1961,1.46000003814697,0.409999996423721
"744","UNITED KINGDOM",1962,1.95000004768372,0.409999996423721
"745","UNITED KINGDOM",1963,2.27999997138977,0.409999996423721
"746","UNITED KINGDOM",1964,1.66999995708466,0.503000020980835
"747","UNITED KINGDOM",1965,1.41999995708466,0.503000020980835
"748","UNITED KINGDOM",1966,1.48000001907349,0.578000009059906
"749","UNITED KINGDOM",1967,2.30999994277954,0.578000009059906
"750","UNITED KINGDOM",1968,2.42000007629395,0.578000009059906
"751","UNITED KINGDOM",1969,2.41000008583069,0.578000009059906
"752","UNITED KINGDOM",1970,2.5699999332428,0.456999987363815
"753","UNITED KINGDOM",1971,2.58999991416931,0.456999987363815
"754","UNITED KINGDOM",1972,2.86999988555908,0.456999987363815
"755","UNITED KINGDOM",1973,2.00999999046326,0.456999987363815
"756","UNITED KINGDOM",1974,2.00999999046326,0.474000006914139
"757","UNITED KINGDOM",1975,3.07999992370605,0.501999974250793
"758","UNITED KINGDOM",1976,4.17999982833862,0.501999974250793
"759","UNITED KINGDOM",1977,4.44000005722046,0.501999974250793
"760","UNITED KINGDOM",1978,4.34999990463257,0.501999974250793
"761","UNITED KINGDOM",1979,4.03000020980835,0.42399999499321
"762","UNITED KINGDOM",1980,5.07999992370605,0.42399999499321
"763","UNITED KINGDOM",1981,8.13000011444092,0.42399999499321
"764","UNITED KINGDOM",1982,9.53999996185303,0.42399999499321
"765","UNITED KINGDOM",1983,10.4799995422363,0.321999996900558
"766","UNITED KINGDOM",1984,10.6899995803833,0.321999996900558
"767","UNITED KINGDOM",1985,10.9300003051758,0.321999996900558
"768","UNITED KINGDOM",1986,11.1499996185303,0.321999996900558
"769","UNITED KINGDOM",1987,9.96000003814697,0.351999998092651
"770","UNITED KINGDOM",1988,7.98000001907349,0.351999998092651
"771","UNITED KINGDOM",1989,6.21000003814697,0.351999998092651
"772","UNITED KINGDOM",1990,5.76999998092651,0.351999998092651
"773","UNITED KINGDOM",1991,8,0.351999998092651
"774","UNITED KINGDOM",1992,9.72000026702881,0.416000008583069
"775","UNITED KINGDOM",1993,10.2700004577637,0.416000008583069
"776","UNITED KINGDOM",1994,9.31999969482422,0.416000008583069
"777","UNITED KINGDOM",1995,8.02000045776367,0.635999977588654
"778","UNITED KINGDOM",1996,7.30999994277954,0.635999977588654
"779","UNITED KINGDOM",1997,5.5,0.635999977588654
"780","UNITED KINGDOM",1998,4.67999982833862,0.635999977588654
"781","UNITED STATES",1960,5.53000020980835,0.601999998092651
"782","UNITED STATES",1961,6.69000005722046,0.601999998092651
"783","UNITED STATES",1962,5.53999996185303,0.595000028610229
"784","UNITED STATES",1963,5.67000007629395,0.595000028610229
"785","UNITED STATES",1964,5.17999982833862,0.677999973297119
"786","UNITED STATES",1965,4.51999998092651,0.677999973297119
"787","UNITED STATES",1966,3.79999995231628,0.572000026702881
"788","UNITED STATES",1967,3.84999990463257,0.572000026702881
"789","UNITED STATES",1968,3.57999992370605,0.559000015258789
"790","UNITED STATES",1969,3.50999999046326,0.559000015258789
"791","UNITED STATES",1970,4.94999980926514,0.586000025272369
"792","UNITED STATES",1971,5.94000005722046,0.586000025272369
"793","UNITED STATES",1972,5.6100001335144,0.559000015258789
"794","UNITED STATES",1973,4.88000011444092,0.559000015258789
"795","UNITED STATES",1974,5.6100001335144,0.669000029563904
"796","UNITED STATES",1975,8.44999980926514,0.669000029563904
"797","UNITED STATES",1976,7.69999980926514,0.671000003814697
"798","UNITED STATES",1977,7.05999994277954,0.671000003814697
"799","UNITED STATES",1978,6.07000017166138,0.637000024318695
"800","UNITED STATES",1979,5.84999990463257,0.637000024318695
"801","UNITED STATES",1980,7.1399998664856,0.559000015258789
"802","UNITED STATES",1981,7.6100001335144,0.559000015258789
"803","UNITED STATES",1982,9.6899995803833,0.617999970912933
"804","UNITED STATES",1983,9.60999965667725,0.617999970912933
"805","UNITED STATES",1984,7.51999998092651,0.582000017166138
"806","UNITED STATES",1985,7.19999980926514,0.582000017166138
"807","UNITED STATES",1986,6.98999977111816,0.592999994754791
"808","UNITED STATES",1987,6.19000005722046,0.592999994754791
"809","UNITED STATES",1988,5.51000022888184,0.59799998998642
"810","UNITED STATES",1989,5.26000022888184,0.59799998998642
"811","UNITED STATES",1990,5.59999990463257,0.614000022411346
"812","UNITED STATES",1991,6.82999992370605,0.614000022411346
"813","UNITED STATES",1992,7.5,0.592999994754791
"814","UNITED STATES",1993,6.92000007629395,0.592999994754791
"815","UNITED STATES",1994,6.09999990463257,0.46900001168251
"816","UNITED STATES",1995,5.59999990463257,0.46900001168251
